course status	course_dept	course_id	course_time	number_seats	open_seats	course_name	instructor	discussion_time
online	AASP	AASP298C	TuTh 11:00am 12:15pm	40	40	African-American History to 1865	Christopher Bonner	
online	AASP	AASP298L	MWF 12:00pm 12:50pm	30	30	African-American Literature and Culture	Instructor: TBA	
online	AASP	AASP298P	MW 11:00am 12:15pm	20	20	Special Topics in African American Studies; Poverty, Race and African-American Children	Cecily Hardaway	
online	AASP	AASP301	W 6:30pm 9:00pm	24	24	Applied Policy Analysis and the Black Community	Ricco Hall	
online	AASP	AASP310	W 2:00pm 4:30pm	35	35	African Slave Trade	George Kintiba	
online	AASP	AASP313	TuTh 3:30pm 4:45pm	40	40	Black Women in United States History	Elsa Barkley Brown	
online	AASP	AASP386	F 2:00pm 4:30pm	10	10	Experiential Learning	Marshal Washington	
online	AASP	AASP398G	TuTh 11:00am 12:15pm	15	15	Selected Topics in the African Diaspora; Gender, Labor and Racial Identities in Diaspora Communities	Sharon Harley	
online	AASP	AASP398Q	Th 4:00pm 6:30pm	35	35	Selected Topics in the African Diaspora; Black Baltimore in the Post Racial U.S: African American Urban Culture in the Age of Obama	Robert Choflet	
online	AASP	AASP398U	TuTh 12:30pm 1:45pm	15	15	Selected Topics in the African Diaspora; Angela Davis	John Drabinski	
online	AASP	AASP401	Th 3:30pm 6:00pm	15	15	Research Directions in African-American Studies	Oscar Barbarin	
online	AASP	AASP498J	TuTh 9:30am 10:45am	35	35	Special Topics in Black Culture; Racial Socialization of Children and Adolescents: Theory, Research and Practice	Angel Dunbar	
online	AASP	AASP498O	W 4:00pm 6:30pm	35	35	Special Topics in Black Culture; African American and Latino Social, Cultural and Political Relations: 1940 to Present	Jason Nichols	
online	AASP	AASP499P	Tu 3:30pm 6:00pm	30	30	Advanced Topics in Public Policy and the Black Community; African-American Politics from Frederick Douglass to Barack Obama	Kameron Patterson	
in person	AAST	AAST200	TuTh 11:00am 12:15pm	40	40	Introduction to Asian American Studies	Instructor: TBA	
in person	AAST	AAST222	TuTh 2:00pm 3:15pm	40	40	Immigration and Ethnicity in America	Julie Park	
in person	AAST	AAST233	TuTh 9:30am 10:45am	30	30	Introduction to Asian American Literature	Instructor: TBA	
in person	AAST	AAST298O	TuTh 12:30pm 1:45pm	30	30	Special Topics in Asian American Studies; South Asian American Experience	Jyoti Mohan	
in person	AAST	AAST310	TuTh 9:30am 10:45am	25	25	Introduction to Comparative Ethnic and Racial Studies	Janelle Wong	
in person	AAST	AAST363	Tu 5:00pm 7:30pm	35	35	Filipino American History and Biography	Instructor: TBA	
in person	AAST	AAST394	TuTh 3:30pm 4:45pm	30	30	Growing Up Asian American: The Asian Immigrant Family and the Second Generation	Yeram Cheong	
in person	AAST	AAST443	TuTh 12:30pm 1:45pm	40	40	Asian American Politics	Janelle Wong	
in person	AAST	AAST498N	W 5:00pm 7:30pm	20	20	Advanced Topics in Asian American Studies; South Asian American Intersectionalities and Solidarities	Lakshmi Sridaran	
in person	AGNR	AGNR301	TuTh 12:30pm 1:45pm	165	165	Sustainability	Caroline Boules	
online	AGNR	AGNR200	M 4:00pm 5:00pm	25	25	AGNR 2+2 Program  Extended Orientation Seminar	Chenglin Zhu	
in person	AGST	AGST333	TuTh 3:30pm 4:45pm	40	40	Crafty Beverage Crops	Instructor: TBA	
online	AGST	AGST130		30	30	Did Yeast Create Civilization?	Angus Murphy,Wendy Peer	
in person	AMSC	AMSC460	MWF 11:00am 11:50am	20	20	Computational Methods	Tobias von Petersdorff	
in person	AMSC	AMSC460	MWF 12:00pm 12:50pm	20	20	Computational Methods	Jonathan Rosenberg	
in person	AMSC	AMSC460	MWF 2:00pm 2:50pm	20	20	Computational Methods	Stefan Doboszczak	
in person	AMSC	AMSC460	TuTh 12:30pm 1:45pm	20	20	Computational Methods	Ramani Duraiswami	
in person	AMSC	AMSC466	TuTh 12:30pm 1:45pm	20	20	Introduction to Numerical Analysis I	Dionisios Margetis	
in person	AMSC	AMSC660	MWF 1:00pm 1:50pm	20	20	Scientific Computing I	Tobias von Petersdorff	
in person	AMSC	AMSC663	TuTh 12:30pm 1:45pm	20	20	Advanced Scientific Computing I	Instructor: TBA	
in person	AMSC	AMSC666	TuTh 2:00pm 3:15pm	20	20	Numerical Analysis I	Eitan Tadmor	
in person	AMSC	AMSC673	MWF 12:00pm 12:50pm	20	20	Partial Differential Equations I	Manoussos Grillakis	
in person	AMSC	AMSC714	TuTh 5:00pm 6:15pm	20	20	Numerical Methods For Stationary PDEs	Ricardo Nochetto	
in person	AMSC	AMSC763	MW 3:30pm 4:45pm	20	20	Advanced Linear Numerical Analysis	Howard Elman	
in person	AMSC	AMSC808N	TuTh 11:00am 12:15pm	20	20	Advanced Topics in Applied Mathematics; Numerical Methods for Data Science and Machine Learning	Maria Cameron	
in person	AMST	AMST101	MW 11:00am 11:50am	13	13	Introduction American Studies	Instructor: TBA	F 10:00am 10:50am
in person	AMST	AMST101	MW 11:00am 11:50am	13	13	Introduction American Studies	Instructor: TBA	F 11:00am 11:50am
in person	AMST	AMST101	MW 11:00am 11:50am	13	13	Introduction American Studies	Instructor: TBA	F 12:00pm 12:50pm
in person	AMST	AMST101	MW 11:00am 11:50am	15	15	Introduction American Studies	Instructor: TBA	F 10:00am 10:50am
in person	AMST	AMST202	MWF 10:00am 10:50am	25	25	Cultures of Everyday Life in America	Instructor: TBA	
in person	AMST	AMST203	MWF 11:00am 11:50am	25	25	Popular Culture in America	Instructor: TBA	
in person	AMST	AMST203	MWF 9:00am 9:50am	25	25	Popular Culture in America	Instructor: TBA	
in person	AMST	AMST204	TuTh 9:30am 10:45am	35	35	Film and American Culture Studies	Susan Pramschufer	
in person	AMST	AMST298C	TuTh 11:00am 12:15pm	40	40	Introduction to Asian American Studies	Instructor: TBA	
in person	AMST	AMST298Q	MW 5:00pm 6:15pm	30	30	U.S. Latinx Literature and Culture	Instructor: TBA	
in person	AMST	AMST310	TuTh 9:30am 10:45am	25	25	Introduction to Comparative Ethnic and Racial Studies	Janelle Wong	
in person	AMST	AMST328R	TuTh 2:00pm 3:15pm	20	20	Perspectives on Identity and Culture; Religion in American Culture	Instructor: TBA	
in person	AMST	AMST328X	TuTh 11:00am 12:15pm	20	20	Perspectives on Identity and Culture; (Dis)ability in American Film	Susan Pramschufer	
in person	AMST	AMST340	TuTh 9:30am 10:45am	20	20	Introduction to History, Theories and Methods in American Studies	Bayley Marquez	
in person	AMST	AMST450	TuTh 9:30am 10:45am	20	20	Seminar in American Studies	Robert Chester	
in person	AMST	AMST498B	TuTh 11:00am 12:15pm	20	20	Special Topics in American Studies; Revolutions and Diasporas	Robert Chester	
in person	AMST	AMST498J	TuTh 12:30pm 1:45pm	40	40	Asian American Politics	Janelle Wong	
in person	AMST	AMST655	M 4:00pm 6:40pm	20	20	Introduction to Museum Scholarship	Mary Sies	
online	AMST	AMST324	TuTh 3:30pm 4:45pm	30	30	Growing Up Asian American: The Asian Immigrant Family and the Second Generation	Yeram Cheong	
online	AMST	AMST328K	TuTh 11:00am 12:15pm	15	15	Perspectives on Identity and Culture; Gender, Labor and Racial Identities in Diaspora Communities	Sharon Harley	
blended	AMST	AMST101	F 10:00am 11:15am	18	18	Introduction American Studies	Instructor: TBA	
blended	AMST	AMST203	F 1:00pm 2:15pm	18	18	Popular Culture in America	Instructor: TBA	
blended	AMST	AMST203	F 11:30am 12:45pm	18	18	Popular Culture in America	Instructor: TBA	
blended	AMST	AMST205	F 11:30am 12:45pm	18	18	Material Aspects of American Life	Instructor: TBA	
blended	AMST	AMST205	F 9:30am 10:45am	18	18	Material Aspects of American Life	Instructor: TBA	
in person	ANSC	ANSC101	MWF 1:00pm 1:50pm	156	156	Principles of Animal Science	Sarah Balcom	
in person	ANSC	ANSC103	M 3:00pm 4:50pm	20	20	Principles of Animal Science Laboratory	Megan McLean	
in person	ANSC	ANSC103	Tu 2:00pm 3:50pm	20	20	Principles of Animal Science Laboratory	Megan McLean	
in person	ANSC	ANSC103	Th 2:00pm 3:50pm	20	20	Principles of Animal Science Laboratory	Megan McLean	
in person	ANSC	ANSC103	W 3:00pm 4:50pm	20	20	Principles of Animal Science Laboratory	Megan McLean	
in person	ANSC	ANSC103	W 10:00am 11:50am	20	20	Principles of Animal Science Laboratory	Megan McLean	
in person	ANSC	ANSC204	MW 2:00pm 2:50pm	90	90	Anatomy of Domestic Animals	Angela Black	
in person	ANSC	ANSC205	Tu 9:00am 12:00pm	22	22	Anatomy of Domestic Animals Laboratory	Angela Black	
in person	ANSC	ANSC205	Tu 1:00pm 4:00pm	22	22	Anatomy of Domestic Animals Laboratory	Angela Black	
in person	ANSC	ANSC205	Th 9:00am 12:00pm	22	22	Anatomy of Domestic Animals Laboratory	Angela Black	
in person	ANSC	ANSC205	Th 1:00pm 4:00pm	22	22	Anatomy of Domestic Animals Laboratory	Angela Black	
in person	ANSC	ANSC227	TuTh 9:30am 10:20am	20	20	Eating with Eyes Wide Open	R Apter	M 1:00pm 2:50pm
in person	ANSC	ANSC227	TuTh 9:30am 10:20am	20	20	Eating with Eyes Wide Open	R Apter	W 8:00am 9:50am
in person	ANSC	ANSC227	TuTh 9:30am 10:20am	20	20	Eating with Eyes Wide Open	R Apter	W 1:00pm 2:50pm
in person	ANSC	ANSC232	MW 10:00am 10:50am	20	20	Horse Management	Amy Burk	F 9:00am 10:50am
in person	ANSC	ANSC232	MW 10:00am 10:50am	20	20	Horse Management	Amy Burk	F 2:00pm 3:50pm
in person	ANSC	ANSC252	M 4:00pm 5:50pm	80	80	Introduction to the Diseases of Wildlife	Cindy Driscoll	M 6:00pm 6:50pm
in person	ANSC	ANSC255	TuTh 11:00am 12:50pm	20	20	Introduction to Aquaculture	Daniel Theisen,Mohamed Salem	
in person	ANSC	ANSC270	TuTh 3:30pm 4:45pm	45	45	Animal Enterprise Management	R Apter	
in person	ANSC	ANSC314	MWF 9:00am 9:50am	88	88	Comparative Animal Nutrition	Nishanth Sunny	
in person	ANSC	ANSC359	Tu 3:30pm 5:30pm	20	20	Internship Experience in Animal and Avian Sciences	Monica VanKlompenberg	
in person	ANSC	ANSC379	W 12:00pm 12:50pm	15	15	Animal Science Undergraduate Teaching Assistant Seminar	Sarah Balcom	
in person	ANSC	ANSC417	TuTh 12:30pm 1:45pm	20	20	Regulatory Issues in Animal Care and Management	Monica VanKlompenberg	
in person	ANSC	ANSC437	MWF 10:00am 10:50am	20	20	Animal Biotechnology	Carol Keefer	
in person	ANSC	ANSC446	TuTh 2:00pm 3:15pm	80	80	Physiology of Mammalian Reproduction	Monica VanKlompenberg	
in person	ANSC	ANSC447	F 1:00pm 2:50pm	25	25	Physiology of Mammalian Reproduction Laboratory	Megan McLean	
in person	ANSC	ANSC450	MWF 3:00pm 3:50pm	35	35	Animal Breeding Plans	Monica VanKlompenberg	
in person	ANSC	ANSC455	MW 11:00am 11:50am	55	55	Applied Animal Behavior	R Apter	F 11:00am 12:50pm
in person	ANSC	ANSC460	TuTh 2:00pm 3:15pm	35	35	Comparative Vertebrate Immunology	Zhengguo Xiao	
in person	ANSC	ANSC624	Tu 3:30pm 5:30pm	25	25	Recent Advances in Animal and Avian Sciences	Richard Kohn	
in person	ANSC	ANSC625	Tu 3:30pm 5:30pm	12	12	Developing Presentation Skills	Richard Kohn	Th 3:30pm 4:30pm
in person	ANSC	ANSC688I	TuTh 2:00pm 3:15pm	10	10	Special Topics; Comparative Vertebrate Immunology	Zhengguo Xiao	Th 3:30pm 4:20pm
online	ANSC	ANSC210		80	80	Veterinary Terminology	Sarah Balcom	
in person	ANTH	ANTH210	TuTh 2:00pm 2:50pm	20	20	Introduction to Medical Anthropology and Global Health	Andrea Lopez	F 9:00am 9:50am
in person	ANTH	ANTH210	TuTh 2:00pm 2:50pm	20	20	Introduction to Medical Anthropology and Global Health	Andrea Lopez	F 10:00am 10:50am
in person	ANTH	ANTH210	TuTh 2:00pm 2:50pm	20	20	Introduction to Medical Anthropology and Global Health	Andrea Lopez	F 11:00am 11:50am
in person	ANTH	ANTH210	TuTh 2:00pm 2:50pm	20	20	Introduction to Medical Anthropology and Global Health	Andrea Lopez	F 12:00pm 12:50pm
in person	ANTH	ANTH210	TuTh 2:00pm 2:50pm	20	20	Introduction to Medical Anthropology and Global Health	Andrea Lopez	F 1:00pm 1:50pm
in person	ANTH	ANTH210	TuTh 2:00pm 2:50pm	20	20	Introduction to Medical Anthropology and Global Health	Andrea Lopez	F 2:00pm 2:50pm
in person	ANTH	ANTH221	TuTh 6:00pm 7:15pm	18	18	Introduction to Forensic Sciences	Erin Guthrie	
in person	ANTH	ANTH222	TuTh 9:30am 10:45am	20	20	Introduction to Ecological and Evolutionary Anthropology	L Jen Shaffer	M 8:00am 10:00am
in person	ANTH	ANTH222	TuTh 9:30am 10:45am	20	20	Introduction to Ecological and Evolutionary Anthropology	L Jen Shaffer	M 11:00am 1:00pm
in person	ANTH	ANTH222	TuTh 9:30am 10:45am	20	20	Introduction to Ecological and Evolutionary Anthropology	L Jen Shaffer	M 2:00pm 4:00pm
in person	ANTH	ANTH222	TuTh 9:30am 10:45am	20	20	Introduction to Ecological and Evolutionary Anthropology	L Jen Shaffer	W 8:00am 10:00am
in person	ANTH	ANTH222	TuTh 9:30am 10:45am	20	20	Introduction to Ecological and Evolutionary Anthropology	L Jen Shaffer	W 11:00am 1:00pm
in person	ANTH	ANTH222	TuTh 9:30am 10:45am	20	20	Introduction to Ecological and Evolutionary Anthropology	L Jen Shaffer	W 2:00pm 4:00pm
in person	ANTH	ANTH240	MWF 11:00am 11:50am	60	60	Introduction to Archaeology	Mark Leone	
in person	ANTH	ANTH240	MW 6:00pm 7:15pm	24	24	Introduction to Archaeology	Kevin Gibbons	
in person	ANTH	ANTH264	TuTh 2:00pm 2:50pm	20	20	Immigration Policy, Immigrant Lives	Christina Getrich	F 9:00am 9:50am
in person	ANTH	ANTH264	TuTh 2:00pm 2:50pm	20	20	Immigration Policy, Immigrant Lives	Christina Getrich	F 10:00am 10:50am
in person	ANTH	ANTH264	TuTh 2:00pm 2:50pm	20	20	Immigration Policy, Immigrant Lives	Christina Getrich	F 11:00am 11:50am
in person	ANTH	ANTH264	TuTh 2:00pm 2:50pm	20	20	Immigration Policy, Immigrant Lives	Christina Getrich	F 12:00pm 12:50pm
in person	ANTH	ANTH264	TuTh 2:00pm 2:50pm	20	20	Immigration Policy, Immigrant Lives	Christina Getrich	F 1:00pm 1:50pm
in person	ANTH	ANTH264	TuTh 2:00pm 2:50pm	20	20	Immigration Policy, Immigrant Lives	Christina Getrich	F 2:00pm 2:50pm
in person	ANTH	ANTH322	TuTh 12:30pm 1:45pm	30	30	Method and Theory in Ecological Anthropology	Madeline Brown	
in person	ANTH	ANTH323	MW 4:30pm 5:45pm	20	20	Plagues, Pathogens and Public Policy	Tanya Icaza	
in person	ANTH	ANTH340	TuTh 11:00am 12:15pm	30	30	Method and Theory in Archaeology	Stephen Brighton	
in person	ANTH	ANTH398N	Th 3:30pm 4:45pm	15	15	Independent Study; Career Development for Anthropology Majors	Erik Hanson	
in person	ANTH	ANTH412	TuTh 12:30pm 1:45pm	20	20	Hypermarginality and Urban Health	Andrea Lopez	
in person	ANTH	ANTH415	TuTh 11:00am 12:15pm	20	20	Advanced Studies in Global Health	Matthew Thomann	
in person	ANTH	ANTH440	M 1:00pm 3:45pm	20	20	Theory and Practice of Historical Archaeology	Paul Shackel	
in person	ANTH	ANTH447	TuTh 2:00pm 3:15pm	20	20	Material Culture Studies in Archaeology	Stephen Brighton	
in person	ANTH	ANTH451	TuTh 11:00am 12:15pm	20	20	Environmental Archaeology	George Hambrecht	
in person	ANTH	ANTH456	M 2:00pm 4:45pm	20	20	Conservation and Indigenous People in South America	Janet Chernela	
in person	ANTH	ANTH462	M 6:00pm 8:45pm	30	30	Amazon Through Film	Janet Chernela	
in person	ANTH	ANTH465	TuTh 3:30pm 4:45pm	20	20	Ethnoecology: Nature, Knowledge and People	Madeline Brown	
in person	ANTH	ANTH612	TuTh 12:30pm 1:45pm	10	10	Hypermarginality and Urban Health	Andrea Lopez	
in person	ANTH	ANTH615	TuTh 11:00am 12:15pm	8	8	Advanced Studies in Global Health	Matthew Thomann	
in person	ANTH	ANTH640	M 1:00pm 3:45pm	10	10	Advanced Studies in Theory and Practice of Historical Archaeology	Paul Shackel	
in person	ANTH	ANTH647	TuTh 2:00pm 3:15pm	10	10	Advanced Material Culture Studies in Archaeology	Stephen Brighton	
in person	ANTH	ANTH651	TuTh 11:00am 12:15pm	10	10	Environmental Archaeology	George Hambrecht	
in person	ANTH	ANTH688E	TuTh 3:30pm 4:45pm	20	20	Current Developments in Anthropology; Ethnoecology	Madeline Brown	
online	ANTH	ANTH260	F 9:00am 9:50am	19	19	Introduction to Sociocultural Anthropology and Linguistics	Yancey Orr	
online	ANTH	ANTH260	F 10:00am 10:50am	19	19	Introduction to Sociocultural Anthropology and Linguistics	Yancey Orr	
online	ANTH	ANTH260	F 11:00am 11:50am	19	19	Introduction to Sociocultural Anthropology and Linguistics	Yancey Orr	
online	ANTH	ANTH260	F 12:00pm 12:50pm	19	19	Introduction to Sociocultural Anthropology and Linguistics	Yancey Orr	
online	ANTH	ANTH260	F 1:00pm 1:50pm	19	19	Introduction to Sociocultural Anthropology and Linguistics	Yancey Orr	
online	ANTH	ANTH260	F 2:00pm 2:50pm	19	19	Introduction to Sociocultural Anthropology and Linguistics	Yancey Orr	
online	ANTH	ANTH305	TuTh 2:00pm 3:15pm	35	35	Archaeological Methods and Practice	Instructor: TBA	
online	ANTH	ANTH601	Tu 4:00pm 6:40pm	20	20	Applied Anthropology	Mary Butler	
online	ANTH	ANTH655	M 4:00pm 6:40pm	20	20	Introduction to Museum Scholarship	Mary Sies	
online	ANTH	ANTH740	Th 3:30pm 6:00pm	20	20	Theories of the Past and Accomplishments of Archaeology	Mark Leone	
online	ANTH	ANTH741		20	20	Introduction to Cultural and Heritage Resource Management	Matthew Palus	
online	ANTH	ANTH742		20	20	Advanced Methods in Cultural and Heritage Resource Managment	Matthew Edwards	
online	ANTH	ANTH748		20	20	CHRM Project Management	Kelly Hockersmith	
online	ANTH	ANTH760	M 4:00pm 6:40pm	20	20	Development of Social/Cultural Theory	Yancey Orr	
blended	ANTH	ANTH263	Tu 6:00pm 7:15pm	24	24	Sexuality and Culture	Jeanne Hanna	
blended	ANTH	ANTH265	Tu 7:30pm 8:45pm	24	24	Anthropology of Global Health	Kyla Cools	
blended	ANTH	ANTH266	Th 7:30pm 8:45pm	24	24	Changing Climate, Changing Cultures	Jana Kopelentova Rehak	
in person	AOSC	AOSC123	MW 4:00pm 4:50pm	20	20	Causes and Implications of Global Change	Jeffrey Henrikson	F 9:00am 9:50am
in person	AOSC	AOSC123	MW 4:00pm 4:50pm	20	20	Causes and Implications of Global Change	Jeffrey Henrikson	F 10:00am 10:50am
in person	AOSC	AOSC123	MW 4:00pm 4:50pm	20	20	Causes and Implications of Global Change	Jeffrey Henrikson	F 11:00am 11:50am
in person	AOSC	AOSC123	MW 4:00pm 4:50pm	20	20	Causes and Implications of Global Change	Jeffrey Henrikson	F 9:00am 9:50am
in person	AOSC	AOSC123	MW 4:00pm 4:50pm	20	20	Causes and Implications of Global Change	Jeffrey Henrikson	F 10:00am 10:50am
in person	AOSC	AOSC123	MW 4:00pm 4:50pm	20	20	Causes and Implications of Global Change	Jeffrey Henrikson	F 11:00am 11:50am
in person	AOSC	AOSC200	TuTh 12:30pm 1:45pm	30	30	Weather and Climate	Timothy Canty	W 1:00pm 1:50pm
in person	AOSC	AOSC200	TuTh 12:30pm 1:45pm	30	30	Weather and Climate	Timothy Canty	W 2:00pm 2:50pm
in person	AOSC	AOSC200	TuTh 12:30pm 1:45pm	30	30	Weather and Climate	Timothy Canty	W 3:00pm 3:50pm
in person	AOSC	AOSC200	TuTh 2:00pm 3:15pm	30	30	Weather and Climate	Jeffrey Henrikson	W 2:00pm 2:50pm
in person	AOSC	AOSC200	TuTh 2:00pm 3:15pm	30	30	Weather and Climate	Jeffrey Henrikson	W 3:00pm 3:50pm
in person	AOSC	AOSC200	TuTh 2:00pm 3:15pm	30	30	Weather and Climate	Jeffrey Henrikson	M 1:00pm 1:50pm
in person	AOSC	AOSC200	TuTh 2:00pm 3:15pm	30	30	Weather and Climate	Jeffrey Henrikson	M 2:00pm 2:50pm
in person	AOSC	AOSC200C	TuTh 12:30pm 1:45pm	30	30	Weather and Climate	Timothy Canty	W 2:00pm 2:50pm
in person	AOSC	AOSC201	Tu 3:30pm 5:30pm	26	26	Weather and Climate Laboratory	Instructor: TBA	
in person	AOSC	AOSC201	W 10:00am 12:00pm	26	26	Weather and Climate Laboratory	Instructor: TBA	
in person	AOSC	AOSC201	F 10:00am 12:00pm	26	26	Weather and Climate Laboratory	Instructor: TBA	
in person	AOSC	AOSC201	W 4:00pm 6:00pm	26	26	Weather and Climate Laboratory	Instructor: TBA	
in person	AOSC	AOSC201	M 2:00pm 4:00pm	26	26	Weather and Climate Laboratory	Instructor: TBA	
in person	AOSC	AOSC201	Tu 10:00am 12:00pm	26	26	Weather and Climate Laboratory	Instructor: TBA	
in person	AOSC	AOSC201	M 10:00am 12:00pm	26	26	Weather and Climate Laboratory	Instructor: TBA	
in person	AOSC	AOSC201	F 2:00pm 4:00pm	26	26	Weather and Climate Laboratory	Instructor: TBA	
in person	AOSC	AOSC375	MWF 11:00am 11:50am	35	35	Introduction to the Blue Ocean	James Carton	
in person	AOSC	AOSC400	TuTh 9:30am 10:45am	32	32	Physical Meteorology of the Atmosphere	Rachel Pinker	
in person	AOSC	AOSC420	TuTh 2:00pm 3:15pm	12	12	Physical Oceanography	Jacob Wenegrat	
in person	AOSC	AOSC431	MWF 10:00am 10:50am	25	25	Atmospheric Thermodynamics	Ning Zeng	
in person	AOSC	AOSC431	MWF 10:00am 10:50am	1	1	Atmospheric Thermodynamics	Ning Zeng	
in person	AOSC	AOSC470	TuTh 11:00am 12:15pm	20	20	Synoptic Meteorology	Jonathan Poterjoy	
in person	AOSC	AOSC493	M 2:00pm 3:00pm	10	10	Senior Research Project I	Timothy Canty	F 2:00pm 3:30pm
in person	AOSC	AOSC494	Th 3:30pm 5:00pm	20	20	Atmospheric and Oceanic Science Seminar	Rachel Pinker	
in person	AOSC	AOSC600	TuTh 11:00am 12:15pm	10	10	Synoptic Meteorology I	Jonathan Poterjoy	
in person	AOSC	AOSC600	TuTh 11:00am 12:15pm	1	1	Synoptic Meteorology I	Jonathan Poterjoy	
in person	AOSC	AOSC610	MWF 9:00am 9:50am	30	30	Dynamics of the Atmosphere and Ocean I	Da-Lin Zhang	
in person	AOSC	AOSC610	MWF 9:00am 9:50am	1	1	Dynamics of the Atmosphere and Ocean I	Da-Lin Zhang	
in person	AOSC	AOSC614	W 10:00am 12:30pm	20	20	Atmospheric Modeling, Data Assimilation and Predictability	Eugenia Kalnay	
in person	AOSC	AOSC614	W 10:00am 12:30pm	1	1	Atmospheric Modeling, Data Assimilation and Predictability	Eugenia Kalnay	
in person	AOSC	AOSC620	TuTh 12:30pm 1:45pm	25	25	Physics and Chemistry of the Atmosphere I	Russell Dickerson	
in person	AOSC	AOSC620	TuTh 12:30pm 1:45pm	1	1	Physics and Chemistry of the Atmosphere I	Russell Dickerson	
in person	AOSC	AOSC652	TuTh 5:30pm 7:30pm	24	24	Analysis Methods in Atmospheric and Oceanic Science	Jeffrey Henrikson	
in person	AOSC	AOSC652	TuTh 5:30pm 7:30pm	1	1	Analysis Methods in Atmospheric and Oceanic Science	Jeffrey Henrikson	
in person	AOSC	AOSC670	TuTh 2:00pm 3:15pm	11	11	Physical Oceanography	Jacob Wenegrat	
in person	AOSC	AOSC670	TuTh 2:00pm 3:15pm	1	1	Physical Oceanography	Jacob Wenegrat	
in person	AOSC	AOSC680	TuTh 9:30am 10:45am	20	20	Introduction to Earth System Science	Raghu Murtugudde	
in person	AOSC	AOSC680	TuTh 9:30am 10:45am	1	1	Introduction to Earth System Science	Raghu Murtugudde	
online	AOSC	AOSC652		30	30	Analysis Methods in Atmospheric and Oceanic Science	Jeffrey Henrikson	
online	AOSC	AOSC652		1	1	Analysis Methods in Atmospheric and Oceanic Science	Jeffrey Henrikson	
in person	ARAB	ARAB104	MWF 10:00am 11:50am	15	15	Elementary Modern Standard Arabic I-II	Lutf Alkebsi	
in person	ARAB	ARAB104	MWF 12:00pm 1:50pm	15	15	Elementary Modern Standard Arabic I-II	Samah Al-salami	
in person	ARAB	ARAB104	MWF 1:00pm 2:50pm	15	15	Elementary Modern Standard Arabic I-II	Ahmed Hanafy	
in person	ARAB	ARAB204	MWF 12:00pm 1:50pm	15	15	Intermediate Modern Standard Arabic I	Lutf Alkebsi	
in person	ARAB	ARAB204	MWF 10:00am 11:50am	15	15	Intermediate Modern Standard Arabic I	Samah Al-salami	
in person	ARAB	ARAB206	TuTh 12:30pm 1:45pm	15	15	Egyptian Colloquial Arabic I	Ahmed Hanafy	
in person	ARAB	ARAB298M	TuTh 12:30pm 1:45pm	25	25	Special Topics in Arabic Studies; Introduction to the Middle East	Peter Glanville	
in person	ARAB	ARAB304	TuTh 2:00pm 3:15pm	15	15	Advanced Modern Standard Arabic I	Anny Gaul	F 2:00pm 2:50pm
in person	ARAB	ARAB304	MW 3:00pm 4:15pm	15	15	Advanced Modern Standard Arabic I	Instructor: TBA	F 3:00pm 3:50pm
in person	ARAB	ARAB499C	TuTh 11:00am 12:15pm	25	25	Special Topics in Arabic Studies; Food Cultures in the Global Middle East	Anny Gaul	
in person	ARAB	ARAB499X	TuTh 9:30am 10:45am	15	15	Special Topics in Arabic Studies; Yemen: Land of War and Peace	Samah Al-salami	
in person	ARAB	ARAB499Z	TuTh 2:00pm 3:15pm	15	15	Special Topics in Arabic Studies; Moroccan Society and Culture	Ahmed Hanafy	
